Código Jurisdicción,Descripción Jurisdicción,Código Subjurisdicción,Descripción Subjurisdicción,Código Entidad,Descripción Entidad,Código Programa,Descripción Programa,Código Subprograma,Descripción Subprograma,Código Inciso,Descripción Inciso,Código Principal,Descripción Principal,Crédito 2019
25,"Jefatura de Gabinete de Ministros",2,"Secretaría de Gobierno de Modernización",0,"Secretaría de Gobierno de Modernización",25,"Modernización Administrativa",0,"Modernización Administrativa",3,"Servicios No Personales",4,"Servicios Técnicos y Profesionales", 197.547.175,0 
25,"Jefatura de Gabinete de Ministros",2,"Secretaría de Gobierno de Modernización",0,"Secretaría de Gobierno de Modernización",25,"Modernización Administrativa",0,"Modernización Administrativa",3,"Servicios No Personales",5,"Servicios Comerciales y Financieros", 15.953.994,0 
25,"Jefatura de Gabinete de Ministros",2,"Secretaría de Gobierno de Modernización",0,"Secretaría de Gobierno de Modernización",25,"Modernización Administrativa",0,"Modernización Administrativa",3,"Servicios No Personales",7,"Pasajes y Viáticos", 661.782,0 
25,"Jefatura de Gabinete de Ministros",2,"Secretaría de Gobierno de Modernización",0,"Secretaría de Gobierno de Modernización",25,"Modernización Administrativa",0,"Modernización Administrativa",4,"Bienes de Uso",8,"Activos Intangibles", 35.300.000,0 
25,"Jefatura de Gabinete de Ministros",2,"Secretaría de Gobierno de Modernización",0,"Secretaría de Gobierno de Modernización",58,"Formulación y Coordinación de Políticas de Comunicaciones",0,"Formulación y Coordinación de Políticas de Comunicaciones",1,"Gastos en Personal",1,"Personal Permanente", 14.362.657,0 
25,"Jefatura de Gabinete de Ministros",2,"Secretaría de Gobierno de Modernización",0,"Secretaría de Gobierno de Modernización",58,"Formulación y Coordinación de Políticas de Comunicaciones",0,"Formulación y Coordinación de Políticas de Comunicaciones",1,"Gastos en Personal",8,"Personal contratado", 3.317.614,0 
25,"Jefatura de Gabinete de Ministros",2,"Secretaría de Gobierno de Modernización",0,"Secretaría de Gobierno de Modernización",58,"Formulación y Coordinación de Políticas de Comunicaciones",0,"Formulación y Coordinación de Políticas de Comunicaciones",2,"Bienes de Consumo",1,"Productos Alimenticios, Agropecuarios y Forestales", 888.000,0 
25,"Jefatura de Gabinete de Ministros",2,"Secretaría de Gobierno de Modernización",0,"Secretaría de Gobierno de Modernización",58,"Formulación y Coordinación de Políticas de Comunicaciones",0,"Formulación y Coordinación de Políticas de Comunicaciones",3,"Servicios No Personales",4,"Servicios Técnicos y Profesionales", 25.558.945,0 
25,"Jefatura de Gabinete de Ministros",2,"Secretaría de Gobierno de Modernización",0,"Secretaría de Gobierno de Modernización",58,"Formulación y Coordinación de Políticas de Comunicaciones",0,"Formulación y Coordinación de Políticas de Comunicaciones",3,"Servicios No Personales",5,"Servicios Comerciales y Financieros", 2.900.000,0 
25,"Jefatura de Gabinete de Ministros",2,"Secretaría de Gobierno de Modernización",0,"Secretaría de Gobierno de Modernización",58,"Formulación y Coordinación de Políticas de Comunicaciones",0,"Formulación y Coordinación de Políticas de Comunicaciones",3,"Servicios No Personales",7,"Pasajes y Viáticos", 2.264.548,0 
25,"Jefatura de Gabinete de Ministros",2,"Secretaría de Gobierno de Modernización",0,"Secretaría de Gobierno de Modernización",94,"Asistencia Financiera a Empresas Públicas",0,"Asistencia Financiera a Empresas Públicas",5,"Transferencias",5,"Transferencias a Otras Entidades del Sector Público Nacional", 509.422.861,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",1,"Gastos en Personal",1,"Personal Permanente", 198.453.309,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",1,"Gastos en Personal",3,"Servicios Extraordinarios", 5.052.664,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",1,"Gastos en Personal",5,"Asistencia Social al Personal", 2.832.500,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",1,"Gastos en Personal",8,"Personal contratado", 46.343.651,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",2,"Bienes de Consumo",1,"Productos Alimenticios, Agropecuarios y Forestales", 304.950,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",2,"Bienes de Consumo",2,"Textiles y Vestuario", 55.100,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",2,"Bienes de Consumo",3,"Productos de Papel, Cartón e Impresos", 98.610,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",2,"Bienes de Consumo",4,"Productos de Cuero y Caucho", 64.600,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",2,"Bienes de Consumo",5,"Productos Químicos, Combustibles y Lubricantes", 619.850,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",2,"Bienes de Consumo",6,"Productos de Minerales No Metálicos", 104.500,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",2,"Bienes de Consumo",7,"Productos Metálicos", 57.000,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",2,"Bienes de Consumo",8,"Minerales", 68.400,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",2,"Bienes de Consumo",9,"Otros Bienes de Consumo", 387.990,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",3,"Servicios No Personales",1,"Servicios Básicos", 6.515.240,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",3,"Servicios No Personales",2,"Alquileres y Derechos", 355.000,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",3,"Servicios No Personales",3,"Mantenimiento, Reparación y Limpieza", 8.015.000,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",3,"Servicios No Personales",4,"Servicios Técnicos y Profesionales", 1.041.000,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",3,"Servicios No Personales",5,"Servicios Comerciales y Financieros", 11.506.760,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",3,"Servicios No Personales",7,"Pasajes y Viáticos", 500.000,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",3,"Servicios No Personales",8,"Impuestos, Derechos, Tasas y Juicios", 995.000,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",3,"Servicios No Personales",9,"Otros Servicios", 674.000,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",4,"Bienes de Uso",2,"Construcciones", 12.500.000,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",108,"Instituto Nacional del Agua",16,"Desarrollo de la Ciencia y Técnica del Agua",0,"Desarrollo de la Ciencia y Técnica del Agua",5,"Transferencias",1,"Transf. al Sector Privado para Financiar Gastos Corrientes", 4.261.000,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",1,"Gastos en Personal",1,"Personal Permanente", 447.372.076,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",1,"Gastos en Personal",3,"Servicios Extraordinarios", 411.041.688,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",1,"Gastos en Personal",4,"Asignaciones Familiares", 902.370,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",1,"Gastos en Personal",5,"Asistencia Social al Personal", 11.372.168,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",1,"Gastos en Personal",8,"Personal contratado", 1.048.156.316,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",2,"Bienes de Consumo",1,"Productos Alimenticios, Agropecuarios y Forestales", 6.074.638,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",2,"Bienes de Consumo",2,"Textiles y Vestuario", 6.562.619,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",2,"Bienes de Consumo",3,"Productos de Papel, Cartón e Impresos", 459.524.449,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",2,"Bienes de Consumo",4,"Productos de Cuero y Caucho", 2.386.407,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",2,"Bienes de Consumo",5,"Productos Químicos, Combustibles y Lubricantes", 19.389.555,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",2,"Bienes de Consumo",9,"Otros Bienes de Consumo", 18.347.333,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",3,"Servicios No Personales",1,"Servicios Básicos", 333.281.373,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",3,"Servicios No Personales",2,"Alquileres y Derechos", 26.745.469,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",3,"Servicios No Personales",3,"Mantenimiento, Reparación y Limpieza", 292.989.015,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",3,"Servicios No Personales",4,"Servicios Técnicos y Profesionales", 21.348.817,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",3,"Servicios No Personales",5,"Servicios Comerciales y Financieros", 139.500.498,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",3,"Servicios No Personales",7,"Pasajes y Viáticos", 62.905.749,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",3,"Servicios No Personales",8,"Impuestos, Derechos, Tasas y Juicios", 5.695.296,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",3,"Servicios No Personales",9,"Otros Servicios", 271.229.785,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",200,"Registro Nacional de las Personas",16,"Identificación, Registro y Clasificación del Potencial Humano Nacional",0,"Identificación, Registro y Clasificación del Potencial Humano Nacional",4,"Bienes de Uso",3,"Maquinaria y Equipo", 153.981.950,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",1,"Gastos en Personal",1,"Personal Permanente", 1.161.418.769,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",1,"Gastos en Personal",2,"Personal Temporario", 11.957.791,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",1,"Gastos en Personal",3,"Servicios Extraordinarios", 940.907.089,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",1,"Gastos en Personal",5,"Asistencia Social al Personal", 46.683.880,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",1,"Gastos en Personal",6,"Beneficios y Compensaciones", 15.703.380,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",1,"Gastos en Personal",8,"Personal contratado", 780.717.479,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",2,"Bienes de Consumo",1,"Productos Alimenticios, Agropecuarios y Forestales", 3.988.289,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",2,"Bienes de Consumo",2,"Textiles y Vestuario", 5.183.460,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",2,"Bienes de Consumo",3,"Productos de Papel, Cartón e Impresos", 3.030.421,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",2,"Bienes de Consumo",4,"Productos de Cuero y Caucho", 1.760.389,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",2,"Bienes de Consumo",5,"Productos Químicos, Combustibles y Lubricantes", 6.888.494,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",2,"Bienes de Consumo",6,"Productos de Minerales No Metálicos", 544.936,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",2,"Bienes de Consumo",7,"Productos Metálicos", 493.224,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",2,"Bienes de Consumo",8,"Minerales", 360.883,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",2,"Bienes de Consumo",9,"Otros Bienes de Consumo", 6.513.904,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",3,"Servicios No Personales",1,"Servicios Básicos", 11.633.349,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",3,"Servicios No Personales",2,"Alquileres y Derechos", 13.644.400,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",3,"Servicios No Personales",3,"Mantenimiento, Reparación y Limpieza", 83.581.860,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",3,"Servicios No Personales",4,"Servicios Técnicos y Profesionales", 51.657.820,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",3,"Servicios No Personales",5,"Servicios Comerciales y Financieros", 10.389.275,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",3,"Servicios No Personales",7,"Pasajes y Viáticos", 186.993.768,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",3,"Servicios No Personales",8,"Impuestos, Derechos, Tasas y Juicios", 35.938.905,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",3,"Servicios No Personales",9,"Otros Servicios", 13.940.623,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",16,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",0,"Control de Ingresos y Egresos, Admisión y Permanencia de Personas dentro del Territorio Nacional",5,"Transferencias",9,"Transferencias al Exterior", 33.008.000,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",201,"Dirección Nacional de Migraciones",92,"Erogaciones Figurativas al Ministerio del Interior, Obras Públicas y Vivienda",0,"Erogaciones Figurativas al Ministerio del Interior, Obras Públicas y Vivienda",9,"Gastos Figurativos",1,"Gastos Fig. de la Adm. Nac. p/Transacciones Corrientes", 13.855.000,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",612,"Tribunal de Tasaciones de la Nación",54,"Tasación de Bienes",0,"Tasación de Bienes",1,"Gastos en Personal",1,"Personal Permanente", 48.510.528,0 
30,"Ministerio del Interior, Obras Públicas y Vivienda",0,"Ministerio del Interior, Obras Públicas y Vivienda",612,"Tribunal de Tasaciones de la Nación",54,"Tasación de Bienes",0,"Tasación de Bienes",1,"Gastos en Personal",2,"Personal Temporario", 86.774,0 
